first_name,last_name,personal_number,birthdate,county,address,phone_number,job,iban,currency,balance,latitude,longitude
Ștefan,Diaconu,6981013280102,1969-06-15,Ilfov,"Strada Pușcașu, Arad, 461959",0727 292 200,Maestru Acordor Pian Clavecin,RO92UGDU7133799140874547,ZMW,71861835237,7.5832525,23.546665
Celia,Georgescu,2420709518828,1984-10-16,Bihor,"Drumul Popa Nr. 20 Bl. 43  Sc. 33 Ap. 376, Sovata, 433668",0786 060 088,Argintar Produse Din Sticla,RO07GPDZ2164443762215083,KRW,74650577774,-31.7345465,141.236081
Domnica,Nistor,8550906326006,1920-10-03,Sibiu,"Strada Manole Nr. 600, Baia, 905436",0768 743 518,Director Zbor,RO20EOKD5351046326203077,KGS,40386107382,-46.0591475,-154.204659
Călin,Georgescu,2140422206039,1986-08-07,Arad,"Bulevardul Nistor, Harlau, 815153",0771 903 011,Referent De Specialitate Financiar-Contabilitate,RO49GKNK8586580198448178,KMF,37926265014,88.996771,-6.407148
Dan,Preda,2380318318512,1963-10-18,Satu Mare,"Intrarea Stănescu Nr. 528, Falticeni, 881978",0241 922 074,Schelar,RO02IWGV8961963654021290,FKP,67623773682,-15.0645795,-38.031146
Flavia,Ioniță,3000820435111,1978-10-11,Prahova,"Drumul Oprea Nr. 504, Cluj-Napoca, 413150",0264 593 465,Asistent De Cercetare In Geologie Tehnica,RO63VTET7076635956178843,HTG,7807904477,-16.700161,-132.782125
Victoria,Suciu,3610304234213,2004-06-20,Teleorman,"Intrarea Manole Nr. 498, Pitesti, 644768",0739 162 794,Fasonator Produse Ceramice,RO35WKBN6935894754131936,BGN,89464080532,82.524571,145.457055
Vlad,Albu,5270226269724,1988-06-14,Constanța,"Aleea Ovidiu Dobre, Husi, 135788",0731 909 646,Terapeut In Terapii Complementare,RO95HNPS4755954959640221,THB,15943265273,39.0821395,94.015703
Luminița,Georgescu,3761208189180,1931-03-05,Bihor,"Strada Marin Nr. 39, Falticeni, 647923",0754 651 877,Confectioner Obiecte Casnice Din Deseuri De Aluminiu Si Alte Metale,RO63GXMU1594688256235289,BBD,30958571970,-62.061792,29.246303
Romeo,Mazilescu,5820509523512,1910-01-16,Dolj,"Drumul Ene Nr. 64 Bl. 54  Sc. 27 Ap. 222, Oradea, 458716",0753 053 972,Agricultor In Culturi Vegetale Si Crescator De Animale,RO20TKKY0709748642211466,BDT,32894016013,7.961721,-76.379318
Manuela,Florea,2550403170435,1922-10-02,Satu Mare,"Drumul Stan Nr. 927, Slatina, 400961",0766 688 772,Asistent De Cercetare In Geofizica,RO64ZRLW2344608210867566,SCR,4177247708,-34.143642,-142.469120
Darius,Toma,5051008308992,1981-03-25,Vaslui,"Drumul Suciu, Dragalina, 394281",0255 675 346,Asistent De Cercetare De Aeronave,RO34NFHC8945945962729935,KRW,7661445861,-63.0430035,83.605848
Cerasela,Pop,4350720279836,1962-10-26,Gorj,"Bulevardul Aanei Nr. 972, Glina, 844071",0721 380 570,Cercetator In Exploatari Forestiere,RO81ENOI7620593614303286,MRO,70125676131,-6.0576215,-24.719016
Nae,Manole,3410723467981,1913-11-19,Tulcea,"Soseaua Nistor Nr. 78, Husi, 805489",0232 532 771,Auditor In Domeniul Calitatii,RO78ASUN5725706680611644,CLP,87121279201,-56.9651535,-167.697890
Angel,Tomescu,5581229187331,1915-10-23,Gorj,"Bulevardul Amanda Gheorghiu, Stei, 700895",0725 366 620,Agent Capital De Risc,RO10FKPH2427336672648377,BMD,66186782989,24.5350165,-156.246671
Codruța,Dobre,6320416327831,2018-07-20,Brăila,"Strada Ioniță, Sacele, 196954",0267 546 246,Tehnician In Industria Alimentara Extractiva,RO34VWGK2576387112934035,SLL,6840763216,13.9752025,-106.475198
Codin,Dochioiu,8630129030885,2001-03-16,Brăila,"Aleea Mazilescu Nr. 13, Siria, 444240",0771 580 232,Ofiter Rtg,RO57IEGM3078414560962303,BAM,17158010462,53.232291,-99.947473
Ariana,Oprea,1300517077673,1964-03-30,București,"Intrarea Zina Oprea, Harsova, 279158",0252 754 654,"Electrician Montare Si Reparatii Echipament Electric Din Centrale, Statii Si Posturi De Transformare",RO15QUMB1051445124382103,ZAR,42161479326,-48.385795,74.713955
Dafina,Stancu,8660916429727,2013-06-23,Dâmbovița,"Soseaua Preda Nr. 89 Bl. 45  Sc. 50 Ap. 906, Magurele, 948789",0266 909 152,Inspector Protectie Civila,RO23YIQM4231331316329929,SZL,8257447211,-84.425434,-73.981256
Grațiela,Barbu,4710125527789,2020-03-29,Cluj,"Drumul Tomescu Nr. 982 Bl. 12  Sc. 86 Ap. 332, Bosanci, 100444",0770 706 639,Topitor Grasimi Comestibile Si De Uz Industrial,RO92YDVU2954227267218243,LYD,45307482032,44.560553,167.698689
Elisabeta,Mocanu,4110708264421,1975-04-11,Mehedinți,"Intrarea Pop Nr. 56 Bl. 15  Sc. 38 Ap. 954, Vaslui, 593736",0748 468 038,Bacteriolog,RO04LLXE4135638189676659,USD,41132204296,-2.410822,-71.973235
Adriana,Florea,5410602396651,1947-01-08,Hunedoara,"Soseaua Stoica Nr. 14, Barlad, 575676",0257 503 411,"Comandant Port, Flota",RO69NIFR7685504212675646,PLN,11071374406,-54.387849,22.279016
Teofil,Nemeș,3070512259864,1990-04-09,Dolj,"Drumul Ilarion Nistor, Homocea, 539552",0765 771 255,Operator La Prepararea Produselor Zaharoase,RO50WQHK1294617717668078,TJS,8439851915,-65.251985,25.253007
Florian,Barbu,8591225177159,1930-07-27,Covasna,"Bulevardul Suciu, Baciu, 666312",0764 804 418,Referent De Specialitate Selectie Programe Tv,RO39NDNB8189391923306864,HRK,70039155527,16.6781955,-14.327774
Dana,Dobre,8211022303619,1936-01-27,Maramureș,"Strada Adonis Tomescu, Dorohoi, 443771",0745 718 857,Coordonator In Materie De Securitate Si Sanatate In Munca (Studii Superioare),RO08JPWM5028307859770437,AOA,88996726268,35.004453,-62.751501
Ruxanda,Tudor,2300222364394,1918-05-08,București,"Drumul Stancu Nr. 52, Rodna, 765132",0721 942 722,Sef Formatie Lucrari Geologice,RO04GFIF5737930346332319,DKK,42588407087,-10.654578,-51.955558
Dorin,Nemeș,4550229379661,1950-06-19,Vâlcea,"Bulevardul Nemeș, Marghita, 654603",0733 346 209,Maistru Metalurgie,RO28MGVY9738518045962916,XPF,71547795049,61.237735,-19.102329
Ruxandra,Stan,4081001461588,1960-10-02,Bacău,"Aleea Mazilescu Nr. 29, Calafat, 630164",0260 630 000,Prospector ,RO12JFYK8624709551606065,RON,26252951457,-53.191458,4.632357
Ionuț,Stoica,6861207075754,1932-12-30,Botoșani,"Drumul Georgescu, Siria, 888055",0752 988 875,Expert Inginer Industria Alimentara,RO61KCYE5771623905199341,CHF,95618130784,-44.0105545,-6.093070
Eusebiu,Diaconescu,2611129127301,2003-03-23,Iași,"Strada Mocanu Nr. 88, Turda, 981850",0231 717 595,Administrator Financiar (Patrimoniu) (Studii Superioare),RO59BYOG9389513037556907,PYG,43334468327,76.066133,-162.116698
Ghenadie,Voinea,1681213114437,1941-08-22,Ialomița,"Drumul Mina Tomescu Nr. 919 Bl. 77  Sc. 16 Ap. 822, Cristuru Secuiesc, 623634",0266 958 152,Expert Inginer Metalurg,RO81QTNN5034617837802508,KGS,8650324694,10.531518,124.927118
Codin,Dima,3140215189651,1947-10-30,Sălaj,"Drumul Marin Nr. 160 Bl. 59  Sc. 13 Ap. 513, Gherla, 697710",0735 580 766,Maestru Studii De Balet,RO33BRWL6195836619531273,EUR,68000246791,-26.868570,119.198169
Narcisa,Gheorghiu,4471209445659,2008-07-23,Ilfov,"Bulevardul Matilda Florea, Galati, 183274",0236 361 820,Operator Portuar Expeditor,RO82MJXK7408235663049956,JOD,54562107832,13.3407025,-46.067468
Alberta,Tabacu,4650124189871,1967-06-25,Gorj,"Drumul Albu Nr. 163 Bl. 25  Sc. 77 Ap. 236, Ocna Mures, 263325",0760 323 063,Curatitor-Slefuitor Garnituri Carde,RO75LBSO8628093259671917,BHD,23796652901,82.841381,-168.797076
Aurelian,Mocanu,8921114464826,2019-02-21,Maramureș,"Aleea Dobre, Babadag, 836192",0741 847 914,Cercetator In Energetica Industriala,RO28CJML9888888073163547,BIF,5730334332,-37.324609,130.391581
Visarion,Dochioiu,4530714299760,1910-02-09,Cluj,"Intrarea Ene Nr. 662 Bl. 97  Sc. 99 Ap. 382, Santana, 942952",0258 350 656,Specialist In Angajare Asistata,RO14CRNQ3761191587314183,GGP,56530601839,87.729362,11.634062
Arina,Ene,4921131364376,1936-04-21,Harghita,"Aleea Oprea, Seini, 368946",0742 905 883,Cercetator In Ingineria Proceselor Siderurgice,RO39XCYN1679376901799669,HRK,73540358330,10.730333,-26.414869
Călin,Diaconescu,6880825207724,1967-06-02,Bihor,"Soseaua Dinu Nr. 35 Bl. 31  Sc. 72 Ap. 357, Bragadiru, 311741",0247 524 047,Analist Ajutor,RO17CFKU6730894304290381,KMF,30262619874,83.2008995,59.851287
Iustinian,Albu,7060304220411,2016-01-10,Covasna,"Bulevardul Preda Nr. 55 Bl. 39  Sc. 93 Ap. 402, Campia Turzii, 517071",0741 242 517,Zdrobitor Si Uleiator Textile,RO56QTOG7814782164111936,ANG,2189130802,49.7379595,38.030480
Lucențiu,Stoica,2380828434921,1957-11-21,Arad,"Soseaua Pop, Targu Mures, 428623",0247 064 149,Tehnician Frigotehnist,RO39IEIH3516918391985322,BYR,54241640973,24.011128,-175.600888
Damian,Dima,8090926453703,1925-08-05,Botoșani,"Bulevardul Tabacu Nr. 90 Bl. 71  Sc. 83 Ap. 657, Vaslui, 415562",0237 102 257,Taietor Garnituri De Carde,RO91PLUL6279483047422791,ARS,72678450902,23.953231,-41.007633
Gențiana,Aanei,1500826255611,1980-01-28,Vrancea,"Bulevardul Mocanu Nr. 770, Simeria, 941405",0249 244 213,Cercetator In Chimie Fizica,RO18TKOG7150165626706351,CRC,60722428531,-84.665965,-43.354180
Ioanina,Tomescu,1611024250664,1995-03-31,București,"Soseaua Pop Nr. 94, Hunedoara, 996608",0243 297 836,Inspector De Specialitate Chimist,RO74BUWH9709488578983947,XAF,99492952420,54.365791,-179.842720
Maria,Oprea,2511207076206,1936-11-02,Teleorman,"Intrarea Aanei, Caracal, 433181",0721 212 356,Ghid De Turism Sportiv ,RO30OZIY0490078592796049,TWD,13241930228,20.515834,-44.328368
Petru,Toma,3950628052172,1937-01-25,Satu Mare,"Strada Mugur Preda Nr. 651, Blaj, 466803",0239 523 696,Agent Fiscal,RO44TRSC2229369096970134,UYU,65517496156,-54.0054085,63.139433
Teofil,Ababei,2560805308137,2018-05-06,Prahova,"Aleea Ioan Nistor, Lumina, 462838",0711 465 870,Operator Incheietor Fire,RO98KMUX6096716929134286,GIP,37691158589,-15.0914705,-96.588992
Tinca,Dumitrescu,8940829373667,1925-05-18,București,"Strada Henrieta Stănescu, Suceava, 796418",0766 331 808,Comisar Principal,RO42GOUM9353541885545728,FJD,65282679576,-61.8695155,-172.712944
Cipriana,Aanei,8890422101592,1924-12-07,Gorj,"Soseaua Mărioara Suciu Nr. 81, Rucar, 271711",0769 414 418,Conducator Intreprindere Mica ,RO92XYPE8625381834553784,UGX,51634813597,-66.9598755,-66.467742
Anuța,Preda,8640127181081,2010-12-12,Prahova,"Drumul Cristea Nr. 99, Plosca, 715158",0742 344 399,Maseur,RO76ERAK1998671951276929,BGN,25485410136,28.6233365,-86.140629
Mădălina,Mazilescu,2700331158362,1978-06-03,Alba,"Intrarea Celia Barbu Nr. 724, Brad, 641600",0253 628 381,Operator Vopsitor Textile,RO26PZJX5915223474904867,AZN,91566992025,48.669842,-25.357842
Marta,Stănescu,8250215514504,1996-04-10,Hunedoara,"Strada Barbu, Vlahita, 409720",0761 349 603,Electronist Telecomunicatii,RO65VWMN8164703855115242,ZMW,27974829960,-4.9084765,34.595248
Monica,Niță,5411118251301,2016-01-02,Arad,"Intrarea Vasilică Mazilescu Nr. 29 Bl. 60  Sc. 35 Ap. 731, Prejmer, 542438",0722 113 679,Laborant Foto,RO83QEOI4573226508320462,PGK,39494468372,71.251344,-83.361755
Beatrice,Pușcașu,7340610221593,1982-11-24,Galați,"Drumul Dumitrescu Nr. 845 Bl. 84  Sc. 85 Ap. 553, Vladimirescu, 243023",0267 321 599,Tehnician Hidrotehnic,RO21AUBK8752612909613324,SVC,74470855120,-50.233893,98.310450
Olimpian,Preda,6840817075797,1914-08-14,Mureș,"Intrarea Codruța Manole, Darmanesti, 997133",0761 919 966,Finisor Produse Abrazive,RO85VRVI8051403974174923,SBD,62230134141,-62.809740,13.522151
Mitruț,Cristea,8550406408191,1963-07-29,Bihor,"Soseaua Suciu Nr. 68, Valea Mare (Negresti), 290479",0747 435 088,Giuvaergiu,RO20SFMD2615697646566379,VUV,51729599594,41.0144295,-144.199118
Cornelia,Mocanu,8761019274445,1914-09-25,Buzău,"Aleea Ivan Albu Nr. 714 Bl. 68  Sc. 31 Ap. 239, Prejmer, 464961",0255 823 371,Tehnician Prelucrari Mecanice,RO74DJLA9682766494724199,MVR,20011064629,37.513128,-61.284549
Manuela,Diaconu,3051006431196,2008-11-27,Brăila,"Intrarea Voinea Nr. 82, Rasnov Romacril, 937297",0744 057 498,Sef Centru Protectia Plantelor Si Mediului,RO51YEOJ8152163606073228,NAD,96394967394,80.2323935,-177.381836
Gabi,Aanei,1710802074851,2013-10-10,Teleorman,"Aleea Niță Nr. 49, Vicovu de Sus, 529778",0745 141 246,Lucrator Produse Naturiste,RO88YSWP2467900767954152,AMD,85981396303,26.777418,-27.473399
Valter,Pop,5260304344687,1994-11-26,București,"Aleea Ababei Nr. 64, Pucioasa, 238697",0243 893 041,Sef Compartiment Pentru Prevenire,RO11XGZZ0771137777159850,PHP,97718458840,-53.036356,86.693902
Luminița,Cristea,6510609068815,1910-05-26,Ilfov,"Drumul Călin Ene, Nadlac, 677791",0260 943 861,Sef Statie Uscare-Conditionare Cereale,RO42YZIC2943070974716926,SEK,59060671404,43.7225695,-176.154044
Maxim,Dochioiu,1240816085841,1987-01-13,Gorj,"Soseaua Marin Nr. 51 Bl. 95  Sc. 76 Ap. 467, Falticeni, 417255",0259 413 220,Sef Statie Comunicatii Prin Satelit,RO11TLPZ5089579262984068,WST,91699559356,2.214257,91.861293
Eduard,Manole,1081117030359,1927-08-26,Alba,"Drumul Mocanu, Valu lui Traian, 606973",0770 034 377,Operator La Masini De Macinare Fina (Produse Chimice),RO55YIVM7393486059698023,AWG,76794770967,-3.4654245,-144.017795
Emilia,Marin,7670224371864,1987-11-16,Harghita,"Bulevardul Pop Nr. 691, Paunesti, 973536",0764 449 343,Bibliotecar (Studii Superioare),RO74YNCH7720558526803031,AZN,64986448623,82.6914205,-173.066138
Camelia,Mazilescu,5110526420395,2014-07-01,Bihor,"Bulevardul Nemeș, Glina, 911170",0726 591 261,Operator La Fabricarea Sticlei,RO49IZRW3647035135190672,AWG,11733993703,-7.2473805,22.895314
Melania,Marin,8540503293030,1913-07-06,Arad,"Intrarea Cătălina Manole, Floresti, 904097",0736 681 150,Dezvoltator De E-Learning,RO23MZZH2649983068308123,JPY,81816379515,69.754537,97.037300
Bartolomeu,Diaconu,5601001450962,1998-11-25,Brăila,"Aleea Ioniță Nr. 19, Craiova, 199226",0771 900 611,Distilator La Prepararea Carbunelui,RO92ZOYK4091116705221251,LYD,43530904199,-88.4292545,83.757742
Panagachie,Tudor,7190726137478,1983-11-27,Prahova,"Drumul Albu Nr. 26 Bl. 93  Sc. 48 Ap. 788, Covasna, 460678",0253 936 487,Pregatitor Paste Chimice,RO66DQGA6267416052018701,GYD,52871780479,33.310175,-24.365842
Iacob,Tudor,4971014318031,1963-01-31,Brașov,"Strada Manole Albu Nr. 27, Calan, 397890",0780 026 482,Magaziner,RO04MNMH7997314799954803,JEP,40137932814,-19.235573,-22.097579
Olga,Ioniță,6370410098008,1984-11-18,Olt,"Bulevardul Leontina Georgescu Nr. 33 Bl. 18  Sc. 30 Ap. 991, Topoloveni, 990457",0767 484 865,Asistent De Cercetare Economist In Economia Mediului,RO18TUSD1388546698317986,SDG,13013014272,66.2432605,-51.182776
Fabian,Stănescu,1690831421808,1929-11-01,Giurgiu,"Aleea Dobre, Adjud, 327556",0247 255 311,Instructor Arte Martiale,RO73YXGO0751051747517558,SOS,93245027204,-84.4040735,-12.793562
Vincențiu,Ababei,8590120048359,2023-08-12,Alba,"Intrarea Oprea Nr. 79 Bl. 25  Sc. 78 Ap. 896, Marghita, 357327",0742 430 554,Asistent De Cercetare De Aeronave,RO18NKCJ6059841461665416,ERN,25912529428,62.1932485,135.020269
Călin,Stănescu,8770425433601,1961-10-04,Bistrița-Năsăud,"Drumul Georgescu Nr. 146 Bl. 23  Sc. 37 Ap. 197, Lipova, 688711",0761 008 207,Inginer De Cercetare In Mecanica Fina,RO14LVSD6686587254507945,NIS,43766658674,14.7960085,-92.219487
Gheorghe,Voinea,2070324090595,1936-11-02,Suceava,"Aleea Zamfir Stoica Nr. 67, Radauti, 510002",0743 184 406,Cercetator In Pedagogie,RO66RQFQ4599750457342785,CVE,93972909721,-58.337987,-38.593300
Ioanina,Diaconu,3841210278761,1958-06-24,Timiș,"Bulevardul Aglaia Pușcașu, Caracal, 239525",0725 422 664,Sef Grupa Interventie,RO51HYCE7991090487319340,TZS,1275748078,4.1923815,26.326990
Iustina,Cristea,7980607452515,1984-08-12,Tulcea,"Bulevardul Tabacu Nr. 265, Oravita, 495496",0232 766 598,Manager De Responsabilitate Sociala,RO02BVUF5446780200958825,BHD,45271345852,33.4565385,-137.204447
Larisa,Popescu,5440109263039,1999-05-02,Vaslui,"Intrarea Tabacu, Pogoanele, 260615",0256 841 422,Administrator Piete Si Targuri,RO59TEZG2224228342002321,MNT,29315617324,64.649256,-96.467890
Paulina,Popescu,5220709380449,1942-06-12,Dâmbovița,"Soseaua Ene, Navodari, 670796",0244 294 094,Imbalsamator,RO38LIDP7947128907813742,BWP,23375503720,59.203967,64.844142
Haralamb,Nemeș,6860310158046,1980-09-14,Călărași,"Strada Barbu, Vladimirescu, 897293",0739 721 906,Impletitor De Nuiele,RO47MSXE5076546444300562,MDL,90423767559,57.494614,-125.425733
Emilia,Pușcașu,1010620135746,1912-07-12,Mureș,"Bulevardul Popescu Nr. 955, Moisei, 288840",0769 138 570,Legator De Par,RO37UPNI7972967022336043,MNT,95522198597,6.856767,166.391864
Sorina,Ababei,2540412054833,1918-01-21,Giurgiu,"Soseaua Pop Nr. 875 Bl. 88  Sc. 29 Ap. 381, Eforie Nord, 660604",0259 178 644,Tehnician Proiectant Energetician/Electrician,RO89JMUY5507752977387545,DKK,55349703587,-27.6851575,114.814898
Fiodor,Ardelean,1250707239374,1961-03-10,Călărași,"Bulevardul Ardelean, Resita, 988504",0256 787 163,Evaluator De Risc De Efractie,RO36YIPX4736163765558565,MKD,41753721047,37.769871,121.100641
Despina,Albu,4270227117528,2012-12-29,Mureș,"Drumul Nemeș Nr. 857 Bl. 90  Sc. 62 Ap. 799, Fundeni, 337355",0729 549 133,Montator Materiale Geotextile Si Geocompozite,RO38BPLQ2806250762443098,TOP,79765544207,19.839563,172.201454
Severina,Voinea,4860130259683,1945-11-09,Iași,"Intrarea Pop, Sacele, 685621",0248 356 481,Operator/Specialist/Instructor Telecomunicatii Aeronauticeaviatie Civila,RO36JDTP3169731903808660,UAH,33150004844,-50.980987,-175.286581
Ada,Diaconu,2430713084850,1989-07-15,Arad,"Soseaua Popescu Nr. 987, Baia Sprie, 555175",0740 742 387,Rectificator Piese Producatoare De Ochiuri,RO96RDNX1217221233524512,MOP,73693719637,87.7772265,14.032854
Gheorghiță,Ababei,4660411463021,2006-02-25,Bistrița-Năsăud,"Drumul Lascăr Stancu, Harsova, 389855",0258 370 079,Proiectant Inginer Aeronave,RO05BWBQ2679520708914022,BDT,70755029784,-56.661395,-58.834021
Ioana,Niță,7190424049582,1909-05-06,Caraș Severin,"Drumul Gheorghiu, Strejnicu, 199996",0754 939 331,Oglindar,RO61FXMO1932139993750701,WST,11353400849,77.8623355,24.378117
Noemi,Ene,3360324315867,2013-02-16,Galați,"Soseaua Dan Nemeș Nr. 79 Bl. 30  Sc. 11 Ap. 207, Codlea, 281968",0265 939 876,Expert Elaborare-Evaluare Documentatii Achizitii Investitionale,RO58LFOQ2598223732695154,HNL,53065588173,-87.142385,-42.319462
Georgiana,Popa,8041109258795,1914-07-12,Dolj,"Aleea Octavian Oprea, Caracal, 511950",0262 015 458,Asistent De Cercetare In Geodezie,RO47YWFC1720306144291756,BGN,83137981635,14.203044,34.906026
Ionuț,Florea,4230802269308,1943-10-09,Dâmbovița,"Aleea Popescu Nr. 650, Mangalia, 214452",0739 813 861,Operator La Fabricarea Vatei Si Produselor Din Vata Minerala,RO56URHQ0634707716569890,KWD,21973160343,-81.4383055,-177.442453
Pamfil,Barbu,6960315358520,1942-04-19,Giurgiu,"Strada Florea Nr. 837 Bl. 94  Sc. 44 Ap. 520, Bolintin-Vale, 776766",0748 365 454,Casier Tezaur,RO91WAWO8501722706606330,GHS,12292827233,67.376436,-23.516745
Fabian,Tomescu,5920906329103,1926-05-21,Satu Mare,"Strada Preda Nr. 95, Raducaneni, 374186",0730 142 480,Asistent De Cercetare In Exploatari Miniere,RO71MXMF0005942029048349,CUP,12947084793,-56.3082525,116.447940
Florea,Stoica,5310712100278,1908-05-25,Hunedoara,"Soseaua Stan Nr. 357, Cugir, 832260",0745 406 838,Comandant Instructor,RO81UGOR5514509685450594,BND,31902844500,34.321621,11.623091
Manole,Stoica,7580707221860,1919-12-11,Alba,"Bulevardul Eusebia Nistor Nr. 56 Bl. 58  Sc. 12 Ap. 963, Fetesti, 495219",0750 932 957,Sef Birou In Constructii,RO09CWSK6094094136173860,NPR,53606908501,15.6332765,-12.068740
Frusina,Nistor,1520807168001,1978-01-31,Dolj,"Strada Toma Nr. 632, Maieru, 730375",0747 695 390,Inspector De Specialitate Asigurari,RO84XWSD3431797167387821,TMT,94125032758,-7.237734,-84.183734
Tamara,Dinu,1401202300208,1972-12-14,Covasna,"Strada Nistor Nr. 68, Otopeni, 815579",0263 922 621,Diriginte Santier (Studii Superioare),RO86KFOH6101045959800433,MYR,18725418291,-64.836884,53.516254
Ivan,Preda,8800903184410,1973-07-24,Tulcea,"Intrarea Nistor Nr. 72 Bl. 73  Sc. 81 Ap. 480, Barbulesti, 723052",0751 650 811,Sef Divizie Cai Ferate,RO64MHPQ9068898732830814,IDR,24014001671,-7.148607,-73.686333
Jeana,Ababei,8160926325278,1959-04-12,Alba,"Bulevardul Tomescu, Seini, 148105",0759 979 476,Administrator Credite,RO12VBYN5615671395722831,BYR,78977546234,-47.848469,161.354318
Nicoară,Marin,6890216421990,1975-08-28,Tulcea,"Soseaua Pușcașu Nr. 10, Intorsura Buzaului, 753914",0743 609 858,Sef Vama,RO60KRVO9317986938681722,GHS,52226230298,49.5016575,-38.374824
Didina,Ionescu,2780213142280,1976-02-10,Galați,"Strada Diaconescu Nr. 66, Rodna, 914998",0724 906 270,Mecanic Utilaj,RO95CIJF1236767687112933,UZS,54459034091,-75.313211,36.101786
Elena,Toma,1080526257546,1915-05-06,Suceava,"Aleea Aanei Nr. 284 Bl. 55  Sc. 59 Ap. 177, Targu Neamt, 791703",0724 570 919,Operator Programare,RO34NHRT3275292754016201,BSD,63931789441,-10.7741875,117.917277
Voicu,Ene,4280626168181,1950-06-12,Ilfov,"Intrarea Voinea Nr. 39, Cudalbi, 358764",0722 585 554,Tehnician Sanitar Sef,RO28FYIG0896236566655644,BTN,50761048545,-49.461524,-97.036653
Cezara,Pușcașu,3661204167249,1972-11-14,Vaslui,"Bulevardul Mugurel Diaconescu, Savinesti, 894509",0733 321 731,Operator La Masini-Unelte Semiautomate Si Automate,RO41TKGY5517051189739323,CLP,96969114016,-48.5269645,-41.292380
Corina,Toma,8390715398903,1961-06-04,Bihor,"Bulevardul Anica Nemeș Nr. 45 Bl. 52  Sc. 66 Ap. 735, Cluj-Napoca, 716421",0768 992 109,Cercetator In Psihologie,RO72ABKQ4233561260032357,SZL,74388745362,-14.433812,-59.966379
Andrada,Tudor,2391002271005,1949-12-03,Harghita,"Aleea Preda, Techirghiol, 904786",0250 855 825,Asistent De Cercetare In Demografie,RO10ROVA7005066104786002,NIS,70547037460,-32.460284,-44.349594
