personal_number,birthdate,phone_number,job
1260624446874,1924-02-28,0269 422 231,Asistent De Cercetare In Filologie
2640221397358,1921-02-05,0231 688 983,Cercetator In Prelucrarea Lemnului
5350709376400,2004-04-12,0266 599 405,Conducator Carte Funciara
3140619194063,1948-03-23,0242 057 225,Operator Instalatii Control Antiterorist/Antideturnare
7210228299726,1971-06-29,0723 132 364,Solist Instrumentist
3050223068335,1954-10-03,0746 263 576,Snuruitor Jaqard
2870931188650,2004-01-27,0252 211 967,Emailator
4321226076019,1998-11-21,0760 096 882,Preparator La Prepararea Produselor Cosmetice Si De Parfumerie
4611004330896,1982-04-01,0752 972 695,Analist Financiar Bancar
2980607021709,1978-12-25,0746 741 972,Vulcanizator La Autoclava
7250805340221,1931-03-21,0268 289 984,Editor Coordonator Programe Tv
7200411522245,1917-11-02,0266 966 229,Reprezentant Tehnic
4641216140475,2006-10-19,0251 643 262,Sef Protocol De Stat
5360714232241,1995-01-16,0723 723 515,Model (Invatamant
6870502318131,1974-06-07,0747 079 158,Croitor-Stantator Piese Incaltaminte
5160727047547,1946-10-17,0772 494 934,Lacatus La Prelucrarea Si Indreptarea Tevilor Ghintuite
6820804393492,1974-11-10,0733 423 787,Vanzator La Domiciliul Clientului Pe Baza De Comanda
1790624519158,1953-10-28,0766 466 406,Subinginer Electromecanic
7051031050676,1930-01-13,0744 400 724,Expert Inginer Zootehnist
2720302051069,1959-06-13,0766 698 135,Asistent De Cercetare Economist In Economie Agroalimentara
5810622529190,1926-05-03,0245 368 981,Asistent De Cercetare In Centrale Termoelectrice
8780903330714,1965-07-21,0729 925 822,Plapumar
1960928452395,1930-07-21,0764 986 424,Instructor Parasutism
5240204417204,1975-03-31,0249 955 140,"Trefilator, Tragator"
1560319114564,1988-11-05,0739 016 396,Inspector De Specialitate Inginer Prelucrarea Sticlei Si Ceramicii
2410904029598,1962-09-05,0762 534 225,Confectioner-Montator Cercuri La Butoaie
6180305403773,1971-12-30,0252 742 377,"Tehnician/Tehnician Responsabil Afacere, Metode Gestiune Mijloace Si Utilaje"
4900413014550,1998-03-03,021 685 8125,Motorist
5391225375869,1963-10-14,0744 681 409,Director De Club (Hotelier)
8390218342818,2006-08-23,0750 868 022,Tehnician In Biochimie
1540931132148,1996-11-14,0745 396 597,Confectioner Sabloane La Imprimerie
2340828322941,1973-12-26,0788 333 499,Controlor De Calitate La Protejari Metalice
8110607069991,1990-10-25,0726 096 811,Inspector General Judecatoresc Sef
6340122369322,2021-09-03,0254 229 663,Asistent De Cercetare In Centrale Hidroelectrice In Ingineria Mediului
1950828085763,1931-08-28,0765 879 715,Muncitor In Serviciile De Trafic Aerian
1601112052452,1990-07-12,0256 253 773,Infirmier/Infirmiera
6850127326444,1914-08-13,0771 589 445,Turnator Modelier
6700303521493,1919-11-10,0724 954 906,Inspector De Specialitate Pedolog
5680705301999,1971-08-19,0246 215 437,Montator Acumulatori
7110826099030,2001-05-25,0264 975 040,Planificator
3190304410291,1920-01-11,0760 120 548,Conducator Autospeciala
6371113320258,2023-10-14,0236 080 969,Preparator Amestec Si Topitor Sticla
2400922306101,1911-09-06,0261 811 527,Sef Statie Televiziune
8510528100334,1979-10-06,0256 923 963,Consultant Afaceri In Agricultura
6140501526982,1912-10-10,0252 170 074,Etaloner
4030920165021,1938-08-22,0756 932 475,Ingrijitoare La Unitati De Ocrotire Sociala Si Sanitara
1240503090878,1986-03-01,0761 430 092,Viceprimar
2370504228358,1936-06-27,0268 511 725,Operator La Utilaje De Reabilitari Conducte Subterane
8530920107459,1918-06-23,0740 307 635,Operator Masini Insacuire Pentru Fabrica De Ciment
4090631367416,2020-11-17,0711 993 468,Rihtuitor Confectii
6811210371828,1916-11-16,0735 642 817,Cambist (Broker Valori)
3700716268275,1963-09-22,0753 004 769,Conservator Arhiva (Studii Medii)
7730217468491,1916-04-22,0784 470 103,Lucrator Calificat In Culturi De Camp Si Legumicultura
5361227420885,1914-02-09,0769 447 301,Analist
2970529403751,1980-11-04,0742 114 708,Manager Informatii Pentru Afaceri
3140713389563,1963-04-11,0761 224 728,Inspector De Specialitate Inginer Metalurg
5830906146615,1926-07-20,0255 465 865,Facturist
1710419398716,1959-04-08,0720 370 133,Preparator Ferodouri
4810618270663,1936-12-08,0242 156 158,Nituitor
2940123067839,2016-12-30,0259 530 727,Confectioner Placi Izolatoare
5511002525176,2004-04-23,0763 983 508,Referent De Specialitate Statistician
5330706153896,1926-08-12,0240 594 441,Muncitor Radioelectronist
8850929097492,1947-08-18,0743 241 937,"Consultant Tehnic In Productia De Cereale, Plante Tehnice Si Furaje"
6981013280102,1969-06-15,0727 292 200,Maestru Acordor Pian Clavecin
2420709518828,1984-10-16,0786 060 088,Argintar Produse Din Sticla
8550906326006,1920-10-03,0768 743 518,Director Zbor
2140422206039,1986-08-07,0771 903 011,Referent De Specialitate Financiar-Contabilitate
2380318318512,1963-10-18,0241 922 074,Schelar
3000820435111,1978-10-11,0264 593 465,Asistent De Cercetare In Geologie Tehnica
3610304234213,2004-06-20,0739 162 794,Fasonator Produse Ceramice
5270226269724,1988-06-14,0731 909 646,Terapeut In Terapii Complementare
3761208189180,1931-03-05,0754 651 877,Confectioner Obiecte Casnice Din Deseuri De Aluminiu Si Alte Metale
5820509523512,1910-01-16,0753 053 972,Agricultor In Culturi Vegetale Si Crescator De Animale
2550403170435,1922-10-02,0766 688 772,Asistent De Cercetare In Geofizica
5051008308992,1981-03-25,0255 675 346,Asistent De Cercetare De Aeronave
4350720279836,1962-10-26,0721 380 570,Cercetator In Exploatari Forestiere
3410723467981,1913-11-19,0232 532 771,Auditor In Domeniul Calitatii
5581229187331,1915-10-23,0725 366 620,Agent Capital De Risc
6320416327831,2018-07-20,0267 546 246,Tehnician In Industria Alimentara Extractiva
8630129030885,2001-03-16,0771 580 232,Ofiter Rtg
1300517077673,1964-03-30,0252 754 654,"Electrician Montare Si Reparatii Echipament Electric Din Centrale, Statii Si Posturi De Transformare"
8660916429727,2013-06-23,0266 909 152,Inspector Protectie Civila
4710125527789,2020-03-29,0770 706 639,Topitor Grasimi Comestibile Si De Uz Industrial
4110708264421,1975-04-11,0748 468 038,Bacteriolog
5410602396651,1947-01-08,0257 503 411,"Comandant Port, Flota"
3070512259864,1990-04-09,0765 771 255,Operator La Prepararea Produselor Zaharoase
8591225177159,1930-07-27,0764 804 418,Referent De Specialitate Selectie Programe Tv
8211022303619,1936-01-27,0745 718 857,Coordonator In Materie De Securitate Si Sanatate In Munca (Studii Superioare)
2300222364394,1918-05-08,0721 942 722,Sef Formatie Lucrari Geologice
4550229379661,1950-06-19,0733 346 209,Maistru Metalurgie
4081001461588,1960-10-02,0260 630 000,Prospector 
6861207075754,1932-12-30,0752 988 875,Expert Inginer Industria Alimentara
2611129127301,2003-03-23,0231 717 595,Administrator Financiar (Patrimoniu) (Studii Superioare)
1681213114437,1941-08-22,0266 958 152,Expert Inginer Metalurg
3140215189651,1947-10-30,0735 580 766,Maestru Studii De Balet
4471209445659,2008-07-23,0236 361 820,Operator Portuar Expeditor
4650124189871,1967-06-25,0760 323 063,Curatitor-Slefuitor Garnituri Carde
8921114464826,2019-02-21,0741 847 914,Cercetator In Energetica Industriala
4530714299760,1910-02-09,0258 350 656,Specialist In Angajare Asistata
4921131364376,1936-04-21,0742 905 883,Cercetator In Ingineria Proceselor Siderurgice
6880825207724,1967-06-02,0247 524 047,Analist Ajutor
7060304220411,2016-01-10,0741 242 517,Zdrobitor Si Uleiator Textile
2380828434921,1957-11-21,0247 064 149,Tehnician Frigotehnist
8090926453703,1925-08-05,0237 102 257,Taietor Garnituri De Carde
1500826255611,1980-01-28,0249 244 213,Cercetator In Chimie Fizica
1611024250664,1995-03-31,0243 297 836,Inspector De Specialitate Chimist
2511207076206,1936-11-02,0721 212 356,Ghid De Turism Sportiv 
3950628052172,1937-01-25,0239 523 696,Agent Fiscal
2560805308137,2018-05-06,0711 465 870,Operator Incheietor Fire
8940829373667,1925-05-18,0766 331 808,Comisar Principal
8890422101592,1924-12-07,0769 414 418,Conducator Intreprindere Mica 
8640127181081,2010-12-12,0742 344 399,Maseur
2700331158362,1978-06-03,0253 628 381,Operator Vopsitor Textile
8250215514504,1996-04-10,0761 349 603,Electronist Telecomunicatii
5411118251301,2016-01-02,0722 113 679,Laborant Foto
7340610221593,1982-11-24,0267 321 599,Tehnician Hidrotehnic
6840817075797,1914-08-14,0761 919 966,Finisor Produse Abrazive
8550406408191,1963-07-29,0747 435 088,Giuvaergiu
8761019274445,1914-09-25,0255 823 371,Tehnician Prelucrari Mecanice
3051006431196,2008-11-27,0744 057 498,Sef Centru Protectia Plantelor Si Mediului
1710802074851,2013-10-10,0745 141 246,Lucrator Produse Naturiste
5260304344687,1994-11-26,0243 893 041,Sef Compartiment Pentru Prevenire
6510609068815,1910-05-26,0260 943 861,Sef Statie Uscare-Conditionare Cereale
1240816085841,1987-01-13,0259 413 220,Sef Statie Comunicatii Prin Satelit
1081117030359,1927-08-26,0770 034 377,Operator La Masini De Macinare Fina (Produse Chimice)
7670224371864,1987-11-16,0764 449 343,Bibliotecar (Studii Superioare)
5110526420395,2014-07-01,0726 591 261,Operator La Fabricarea Sticlei
8540503293030,1913-07-06,0736 681 150,Dezvoltator De E-Learning
5601001450962,1998-11-25,0771 900 611,Distilator La Prepararea Carbunelui
7190726137478,1983-11-27,0253 936 487,Pregatitor Paste Chimice
4971014318031,1963-01-31,0780 026 482,Magaziner
6370410098008,1984-11-18,0767 484 865,Asistent De Cercetare Economist In Economia Mediului
1690831421808,1929-11-01,0247 255 311,Instructor Arte Martiale
8590120048359,2023-08-12,0742 430 554,Asistent De Cercetare De Aeronave
8770425433601,1961-10-04,0761 008 207,Inginer De Cercetare In Mecanica Fina
2070324090595,1936-11-02,0743 184 406,Cercetator In Pedagogie
3841210278761,1958-06-24,0725 422 664,Sef Grupa Interventie
7980607452515,1984-08-12,0232 766 598,Manager De Responsabilitate Sociala
5440109263039,1999-05-02,0256 841 422,Administrator Piete Si Targuri
5220709380449,1942-06-12,0244 294 094,Imbalsamator
6860310158046,1980-09-14,0739 721 906,Impletitor De Nuiele
1010620135746,1912-07-12,0769 138 570,Legator De Par
2540412054833,1918-01-21,0259 178 644,Tehnician Proiectant Energetician/Electrician
1250707239374,1961-03-10,0256 787 163,Evaluator De Risc De Efractie
4270227117528,2012-12-29,0729 549 133,Montator Materiale Geotextile Si Geocompozite
4860130259683,1945-11-09,0248 356 481,Operator/Specialist/Instructor Telecomunicatii Aeronauticeaviatie Civila
2430713084850,1989-07-15,0740 742 387,Rectificator Piese Producatoare De Ochiuri
4660411463021,2006-02-25,0258 370 079,Proiectant Inginer Aeronave
7190424049582,1909-05-06,0754 939 331,Oglindar
3360324315867,2013-02-16,0265 939 876,Expert Elaborare-Evaluare Documentatii Achizitii Investitionale
8041109258795,1914-07-12,0262 015 458,Asistent De Cercetare In Geodezie
4230802269308,1943-10-09,0739 813 861,Operator La Fabricarea Vatei Si Produselor Din Vata Minerala
6960315358520,1942-04-19,0748 365 454,Casier Tezaur
5920906329103,1926-05-21,0730 142 480,Asistent De Cercetare In Exploatari Miniere
5310712100278,1908-05-25,0745 406 838,Comandant Instructor
7580707221860,1919-12-11,0750 932 957,Sef Birou In Constructii
1520807168001,1978-01-31,0747 695 390,Inspector De Specialitate Asigurari
1401202300208,1972-12-14,0263 922 621,Diriginte Santier (Studii Superioare)
8800903184410,1973-07-24,0751 650 811,Sef Divizie Cai Ferate
8160926325278,1959-04-12,0759 979 476,Administrator Credite
6890216421990,1975-08-28,0743 609 858,Sef Vama
2780213142280,1976-02-10,0724 906 270,Mecanic Utilaj
1080526257546,1915-05-06,0724 570 919,Operator Programare
4280626168181,1950-06-12,0722 585 554,Tehnician Sanitar Sef
3661204167249,1972-11-14,0733 321 731,Operator La Masini-Unelte Semiautomate Si Automate
8390715398903,1961-06-04,0768 992 109,Cercetator In Psihologie
2391002271005,1949-12-03,0250 855 825,Asistent De Cercetare In Demografie
8560116113367,1988-08-03,0262 362 984,Asistent Social Cu Competenta In Sanatatea Mintala
3760407102597,2002-04-22,0726 044 583,Bijutier Metale Pretioase
5341206273212,2001-06-13,0760 667 237,Operator La Masini De Electroeroziune Automate
6700819465575,1989-08-14,0246 807 905,Model (Invatamant
1760912118903,1912-02-24,0769 867 067,Referent Difuzare Carte
1780927357905,1977-03-17,0764 073 652,Ziarist
4110718176861,1990-07-28,0254 856 996,Asistent De Cercetare In Biologie
7970501397731,1984-03-07,021 173 5556,Expert In Securitate Si Sanatate In Munca
5520211022431,2020-11-04,0260 647 415,Administrator Bunuri Agricole
4260915420266,1931-10-02,0720 045 306,Operator Transport Si Distribuire Butelii De Gpl
1870428175299,1962-07-29,0744 722 016,Director/Director Adjunct Divizie/Directie De Leasing
1680207176842,2013-09-19,0263 071 795,Turnator Formator
2600714273798,2004-05-03,0738 588 292,Sef Serviciu In Constructii
4770802445684,1993-02-08,0253 223 299,"Operator La Confectionarea Industriala A Articolelor De Sport Si Protectie, Din Piele Si Inlocuitori"
8970226238501,1977-01-22,0786 102 653,Strungar La Strung Carusel
5440327345449,1916-08-29,0721 036 786,Sef Sector (Sectie) Drumuri-Poduri
4521209051883,1922-12-24,0720 613 755,Director Departament Informatica
1970206202089,1997-08-09,0237 513 692,Consilier Inginer Petrolist
5211226116500,1968-04-19,0259 904 804,Tehnician Constructor
1041231107931,1963-06-21,0756 831 765,Subinginer Mecanic Utilaje Pentru Materiale De Constructie
1810605056178,1967-03-28,0747 731 101,Inspector De Specialitate Inginer Industrializarea Lemnului
2160826324538,2024-02-22,0238 057 423,Lector Presa/Editura
3530301014190,1937-05-03,0786 180 624,Inginer Retele Electrice
4391203291513,1966-06-29,0744 272 698,Consilier Proprietate Industriala Autorizat
3470917099921,1943-01-18,0269 750 347,Referent De Specialitate Zoolog
4410504426610,1980-08-08,0763 711 631,Operator Finisor Mineral
8881120515559,1950-04-15,0748 756 363,Asistent De Cercetare In Ingineria Materialelor Oxidice
4840221376075,1934-02-18,0241 625 254,Tamplar Manual Ajustor Montator
6300705436772,2005-09-02,0232 697 544,Vicepresedinte Cooperativa De Consum
7890822441758,1957-02-07,0738 092 705,"Lacatus Montator Pentru Utilaje Industriale, De Constructii Si Agricole"
8770603074021,1958-05-10,0747 500 469,Legator De Par
6571021519562,1908-11-24,0238 655 062,Sef Sectie Industrie Extractiva
2590522325642,1967-12-17,0752 709 529,Instalator Autorizat Proiectare Executie Si/Sau Exploatare Obiectiv/Sisteme De Distributie
8300824097337,2008-11-12,0246 344 355,Bufetier
1980910365632,1910-10-20,0265 161 178,Confectioner Garnituri Din Azbest
5070524400929,1986-05-09,0764 738 165,Tehnician Criminalist
6141031350270,1909-09-21,0242 281 579,Rafinator Regenerare Cauciuc
4650830450269,1934-07-05,0238 854 906,Sef Formatie
2240319429181,1968-03-22,0731 858 750,Consilier Teritorial Sef Inspectoratul Pentru Cultura
7961114202310,1920-08-20,0238 751 488,Critic Literar
8710425012083,1916-02-22,0255 947 040,Fochist Pentru Cazane Conduse De Calculator
7990916057163,2014-06-07,0729 778 556,Expert Poligraf
4000110262142,1915-01-25,0269 010 475,Presedinte Federatie Sportiva
7841223159853,1918-11-10,0268 273 173,Inginer Zootehnist
6301208133811,1980-08-09,0259 380 121,Brazor
1261028201754,1947-08-30,0254 502 362,Operator La Fabricarea Detergentilor
2500302392031,1917-06-27,0725 270 231,Vanzator La Domiciliul Clientului Pe Baza De Comanda
5480218110955,1985-07-25,0734 443 667,Asamblator-Montator Articole Marochinarie
2390515361599,2002-08-16,0711 601 398,Evaluator
1300703368672,1947-01-02,0256 033 855,Inginer De Cercetare In Geodezie
1910611457461,1946-05-23,0765 235 423,Montator Aparatura Optica
2150830034091,1957-08-27,0731 085 972,Inginer De Cercetare In Tehnologie Si Echipamente Neconventionale
2511004434871,2001-11-08,0235 627 982,Ajutor Maistru Croitor
4430616208929,1920-10-14,0246 027 046,Preparator-Presator Abrazive
8531131360731,1912-08-23,0761 442 561,Operator Specialist Curatare Chimica La Schimbatoarele De Caldura Cu Placi
5200423189486,1932-11-21,0765 351 097,Operator Control Nedistructiv Cu Radiatii Penetrante
6190409260943,1972-02-29,0236 234 753,"Reparator Stilouri, Brichete"
2340105110152,2011-02-01,0260 267 924,Zidar Rosar-Tencuitor
6530108468325,1988-07-21,0237 788 062,Tamplar Manual La Presare Si Incleiere
7800822201385,1927-03-16,0788 828 690,Asistent Medical Sef
8181129400582,1926-03-04,0771 927 258,Manager
6250718182602,1963-12-01,0748 837 726,Asistenta Puericultoare
6561229464355,1941-04-26,0722 845 437,Functionar Agentie Voiaj
2071005461341,1921-10-21,0780 070 719,Impletitor Obiecte Din Foi De Porumb
8511109283138,1974-03-30,0264 944 170,Medic Veterinar 
2770522213483,1945-11-01,0744 874 441,Fermier In Productia Vegetala
7030517045615,1911-04-24,0731 034 040,Sef Statie Epurare Ape Reziduale
5300408381957,2021-05-07,0735 276 881,Ofiter Electrician Maritim
7070831049274,1909-03-17,0240 800 237,Tehnician Proiectant In Industria Alimentara
1990628106118,1964-04-15,0736 294 531,Realizator Emisiuni Rtv
1970531328277,1967-09-04,0231 832 762,Procuror General
3381119289420,1978-09-02,0761 733 469,Inspector General Vanatoare
7570128234488,1929-08-17,0785 925 248,"Subinginer Mecanic, Mecanica Fina"
7081004121992,1970-07-28,0735 870 057,Tehnician Electronica
7161112219058,1967-05-12,0744 561 157,"Finisor Textile (Vopsitor, Imprimeur)"
1190404104077,2004-04-20,0752 821 581,Sondor La Foraj Manual
8771025204949,1976-09-08,0249 787 908,Sef Oficiu Cadastru
1740216412438,1979-01-23,0250 763 932,Operator La Fabricarea Sticlei
7710613381179,1926-01-27,0720 033 127,"Termist-Tratamentist De Produse Brute, Forjate, Turnate Sau Laminate"
1291209519817,2020-11-04,0763 920 265,Formator Produse Refractare
5841222377777,1930-11-11,0780 142 255,Asistent Personal Al Persoanei Cu Handicap Grav
1900223338129,1914-02-13,0257 916 778,Casier Valuta
6890216310831,2023-03-30,0250 305 102,Asamblor Biciclete
2310313447997,1942-10-28,0251 597 983,Formator-Presator Ferite
2000904524184,1965-12-15,0757 884 222,Recuperator Metale Vechi
2290226520774,1915-05-26,0252 855 958,Croitor Confectii Industriale Din Blana
4160914331720,1997-05-31,0233 709 537,Strungar La Masini Orizontale
4730725288789,1949-02-08,0720 817 149,Mercantizor
8060912349904,1966-06-12,0749 409 316,Muncitor Necalificat La Ambalarea Produselor Solide Si Semisolide
