first_name,last_name,phone_number,birthdate,address,mac_address,ip_address,job,iban,currency
Horea,Niță,0257 531 076,1976-01-18,"Soseaua Diaconu, Campina, 565233",b0:6a:1a:c0:f3:1f,4.69.51.46,"Confectioner Imbracaminte Din Piele Si Inlocuitori, Dupa Comanda",RO28DIIZ0930357395722290,CDF
Felicia,Cristea,0728 735 984,1949-03-21,"Bulevardul Diaconu Nr. 46 Bl. 96  Sc. 54 Ap. 758, 1 Decembrie, 426830",cc:df:14:9b:77:8b,82.36.104.149,Inginer Pilot De Incercare,RO40LDOR1124045627783775,SZL
Suzana,Barbu,0262 441 343,1989-11-14,"Aleea Ariadna Ardelean Nr. 91, Marghita, 489252",d4:1c:c5:a5:b1:0b,36.165.56.176,Prelucrator Topitura Sticla La Presa,RO91DXES1294088366792217,DJF
Dariana,Nistor,0721 124 309,1924-04-06,"Aleea Vlădelina Voinea, Santana, 786081",f8:2e:8c:e5:ad:05,21.244.129.149,Consilier Hidrogeolog,RO20TMEV2108961210408218,RWF
Alice,Oprea,0770 905 637,1981-06-05,"Soseaua Natașa Voinea, Mizil, 797680",1f:21:1f:bc:68:e6,64.236.35.178,Confectioner Capace De Carde,RO85KDEE9438950514080434,MWK
Sandu,Voinea,0253 812 255,1910-03-20,"Strada Florea, Moisei, 946329",77:0b:2c:33:71:5b,77.155.147.236,Mecanic Ajutor Locomotiva Si Rama Electrica Metrou,RO92VSYF9505772878815415,COP
Raluca,Stancu,0746 973 964,1947-06-20,"Soseaua Stănescu Nr. 366, Balotesti, 976472",e3:c6:04:54:4e:5c,30.236.162.200,Conducator De Intreprindere Mica ,RO37UDJR6401683041903299,BTN
Ionică,Mazilescu,0265 559 563,1995-12-05,"Strada Popa, Draganesti-Olt, 635783",0f:6e:2b:c6:37:3c,83.249.114.124,Conducator De Intreprindere Mica ,RO35NHRN6373562843033402,ALL
Gențiana,Aanei,0788 969 005,2009-08-29,"Bulevardul Marin, Marghita, 668671",ee:fc:e7:f1:87:7d,168.243.208.131,Sef Atelier Cercetare-Proiectare,RO34AYOH6851442319530513,TWD
Casiana,Ioniță,0247 529 953,1922-07-30,"Bulevardul Betina Niță Nr. 209 Bl. 89  Sc. 34 Ap. 506, Calan, 852961",8b:6f:01:e1:b2:65,169.208.99.119,Maistru Montaj,RO53XSHU6425163221714700,PKR
Ilinca,Nemeș,0266 886 785,1918-03-29,"Aleea Mona Georgescu Nr. 78 Bl. 84  Sc. 56 Ap. 930, Simeria, 742655",61:55:6c:0c:ab:84,139.190.77.14,Inginer De Cercetare In Cadastru,RO91MLEG8783013155428088,SYP
Sandu,Nistor,0233 231 479,1954-01-26,"Drumul Albu Nr. 656, Talmaciu, 711501",47:80:a1:16:20:0f,192.225.132.49,Sapator Manual,RO90ELCU5332037774681771,ANG
Ovidiu,Dochioiu,0721 424 184,1973-05-23,"Intrarea Aanei Nr. 285 Bl. 72  Sc. 54 Ap. 569, Peris, 144719",7e:b1:06:4e:03:45,112.164.58.195,Cusator Manusi Piele,RO14AXKX0895788808276724,CDF
Măriuca,Preda,0257 051 672,1984-03-12,"Soseaua Alex Ababei, Filiasi, 718833",8e:85:04:f8:14:a1,137.110.7.238,Cercetator In Matematica Mecanica,RO72RDZB1508785340614046,CVE
Ștefana,Ionescu,0244 068 731,1935-03-10,"Bulevardul Vasilica Nistor, Sangeorgiu de Mures, 567881",c9:a9:85:d3:56:bd,124.160.233.213,Mecanic Camera Filmare,RO90ADKF4119770012337686,TND
Ramona,Diaconu,0723 547 992,1971-10-07,"Soseaua Lucențiu Voinea Nr. 919 Bl. 54  Sc. 32 Ap. 504, Sannicolau Mare, 874618",53:59:d7:22:58:4e,101.212.248.75,Cercetator In Comunicatii,RO15BPED0492840174066413,WST
Lorin,Ardelean,021 017 2552,2019-10-06,"Bulevardul Ruxandra Pop Nr. 29 Bl. 25  Sc. 18 Ap. 653, Gheorgheni, 395327",2c:3f:f8:3d:bf:b7,20.37.182.156,Expert Inginer Silvic,RO87LTJK6374206956456119,CZK
Nicu,Stoica,0236 140 106,1922-08-03,"Aleea Stoica Nr. 543, Ludus, 510018",1e:00:3f:be:ac:2f,113.80.18.177,Specialist In Compensatii Si Beneficii,RO98GIHS2807072420137869,LSL
Ica,Nistor,0266 275 887,1930-12-20,"Strada Marin Nr. 364, Barbulesti, 885863",ee:5b:74:a2:52:b9,216.123.240.97,Inginer De Cercetare In Constructii Hidrotehnice,RO51AMCP9804153627013520,HRK
Ada,Toma,0735 414 976,1970-10-29,"Drumul Ababei Nr. 13 Bl. 70  Sc. 39 Ap. 416, Brad, 176568",bb:8f:82:fb:e0:eb,133.76.243.39,Asistent De Cercetare In Medicina Stomatologica,RO96QPGD8822801847651109,XDR
Julia,Dobre,0755 021 313,1959-01-11,"Bulevardul Valeria Preda Nr. 399, Pipera (Voluntari), 775778",fe:dd:a4:aa:2a:e3,53.62.165.122,Operator La Fabricarea Produselor Refractare,RO94JQPN2336636541787984,MVR
Niculiță,Cristea,0760 167 199,2013-05-30,"Drumul Barbu Nr. 171, Roman, 214332",23:b5:48:46:e0:cc,156.195.147.33,Auditor In Domeniul Sigurantei Alimentare,RO21TVJA8421520501188254,PKR
Simina,Toma,0762 147 761,1921-06-04,"Drumul Barbu, Petrosani, 783721",67:b0:6d:f3:35:87,96.164.151.6,Confectioner Sabloane La Imprimerie,RO18FGBU4321576879454089,ALL
Steliana,Popescu,0761 303 911,1998-07-25,"Aleea Georgescu, Pancota, 656396",e6:ae:6b:fb:b7:ec,8.40.220.202,Corespondent Comercial,RO90WYFY1057426268266259,MKD
Aleodor,Toma,021 887 3622,1950-10-27,"Soseaua Tomescu Nr. 468, Alexandria, 927102",5f:d4:6f:0d:fb:1a,95.73.110.124,Asistent De Cercetare Economist In Economia Generala,RO89NBYR4483842673061330,XOF
Cosmina,Dumitrescu,0239 843 837,1964-10-13,"Intrarea Diaconescu Nr. 28 Bl. 56  Sc. 83 Ap. 858, Segarcea, 922182",e8:1e:9f:2d:d9:d4,5.82.2.0,Sef Pastravarie,RO85HAST0765511801660805,IDR
Eusebia,Ardelean,0765 521 939,1917-02-15,"Aleea Tomescu Nr. 566, Sancraiu de Mures, 617555",26:cf:b5:bf:e9:dd,52.108.45.0,Editor Imagine,RO49VVMX8313509218077202,BYR
Lăcrămioara,Oprea,0730 163 516,2006-07-14,"Aleea Daniela Manole, Rodna, 396305",20:ce:a1:f6:e7:61,134.88.199.79,Tubulator Naval,RO32VOIO3947359679483983,GIP
Nicuță,Tomescu,0711 827 488,2019-04-24,"Aleea Dima Nr. 597, Schela Cladovei, 883508",50:ed:d3:ff:be:10,18.10.15.126,Sef Birou Institutie Publica,RO76FQSO8465449500253287,WST
Aurelia,Popa,0731 503 157,2000-03-19,"Strada Rareș Diaconu Nr. 61 Bl. 59  Sc. 11 Ap. 121, Satu Mare, 852440",44:04:48:b0:c3:03,209.113.61.105,Trasator Optic,RO64DNJL2066627523702478,XAF
Mugur,Ababei,0756 879 954,1927-11-25,"Soseaua Cristian Popa Nr. 53 Bl. 29  Sc. 91 Ap. 277, Valenii de Munte, 711966",b4:31:3e:d6:05:4d,149.75.106.125,Specialist Imbunatatire Procese,RO66RUUX2932695717142668,SLL
Ruxanda,Tabacu,0253 517 895,1916-04-10,"Aleea Nistor Nr. 47, Jibou, 664827",19:9c:25:f7:7e:67,137.40.111.100,Laborant Apa Potabila,RO27YTYE9729326826005903,CRC
Ana,Mocanu,0738 305 998,1913-03-31,"Intrarea Albu Nr. 219 Bl. 46  Sc. 77 Ap. 267, Ocna Mures, 567978",fc:ec:e5:be:74:01,62.91.1.227,Viceguvernator,RO82WFVK8260866019779995,SZL
Răzvan,Georgescu,0263 490 018,1921-09-30,"Drumul Melania Pop Nr. 775 Bl. 44  Sc. 65 Ap. 577, Suceava, 489091",25:d1:4f:ac:46:f5,106.60.109.204,Referent Muzical,RO18SUMW5930121852542006,FKP
Costel,Dobre,0762 958 668,1986-12-27,"Strada Stancu Nr. 66, Zarnesti, 503518",1b:4b:3a:64:0f:e2,200.108.163.85,Expert In Conducerea Si Organizarea Activitatilor De Mentenanta,RO18LMMH0947740469323912,PLN
Mălina,Ionescu,0238 944 320,1965-03-23,"Bulevardul Andrei Cristea, Petrosani, 637233",06:c1:83:f8:83:6e,222.47.0.2,Conducator De Intreprindere Mica ,RO76KOZA5489987639322108,LAK
Ducu,Mocanu,0237 182 804,1949-08-11,"Soseaua Lucrețiu Suciu Nr. 759, Tufesti, 344242",70:41:1b:80:24:7b,212.104.10.38,Bibliotecar (Studii Medii),RO89YLEH0506757262324547,GIP
Grațiana,Dima,0267 378 704,1952-07-16,"Bulevardul Preda Nr. 850, Sacueni, 424282",a5:4e:94:b4:f9:0a,26.227.220.29,Cercetator In Fizica-Chimie,RO58ERHK2479782686193105,SPL
Adrian,Marin,0262 792 610,1908-05-28,"Drumul Sofia Marin Nr. 93, Sebes, 509634",55:bb:95:01:38:5d,116.57.83.113,Inspector Exploatare Postala,RO11MOCH3703744472578717,FJD
Cristina,Dochioiu,0244 251 886,1931-06-02,"Aleea Dobre Nr. 33 Bl. 35  Sc. 51 Ap. 456, Cernavoda, 388956",f5:23:63:c9:17:dd,209.129.38.223,Terminolog,RO82YUPI9282304139569773,BOB
Sorana,Nemeș,0239 416 981,1940-02-29,"Intrarea Stan Nr. 38, Rodna, 797026",6b:29:41:9d:38:0a,124.99.125.251,Cercetator Economist In Management,RO29ABFH5807960351929587,GYD
Lascăr,Nemeș,0786 493 536,1985-07-26,"Soseaua Edmond Popa Nr. 103 Bl. 15  Sc. 96 Ap. 250, Uricani, 468429",99:87:06:e2:6b:29,9.14.82.200,Gipsar,RO36ISVF3713793638371495,NGN
Silvana,Dochioiu,0780 691 150,1942-04-09,"Strada Mazilescu, Tudora, 158107",d2:7e:59:ea:5b:60,104.98.202.64,Operator Flotare Produse Fluide,RO97CJDJ6356303447108480,SYP
Augustin,Ionescu,0725 052 457,1997-01-29,"Soseaua Dinu, Fieni, 203475",3e:6c:8e:49:e5:37,103.218.250.8,"Confectioner De Bete, Lansete, Manere Si Dopuri Pentru Unelte De Pescuit",RO16RBZF7565459821673270,STD
Aida,Marin,0763 352 266,1968-10-28,"Strada Dochioiu Nr. 65, Avrig, 664728",34:06:e7:6e:23:a0,8.25.215.9,Inginer De Cercetare In Exploatari Miniere,RO97YGMC5353306329945067,XAF
Iustinian,Tomescu,0736 586 800,1979-02-09,"Strada Nistor Nr. 498 Bl. 92  Sc. 93 Ap. 893, Falticeni, 498174",ea:ca:be:0c:ed:a5,79.215.96.58,Pedagog Scolar,RO40XZHM2697440006949407,HKD
Anton,Mazilescu,0240 795 392,2020-07-11,"Bulevardul Mazilescu Nr. 472, Avrig, 356064",83:b0:ae:14:99:e8,142.164.250.101,Manager Relatia Cu Furnizorii,RO82LMVH1728489375285833,SZL
Jasmina,Mocanu,0757 619 596,1917-08-27,"Strada Nemeș Nr. 466 Bl. 31  Sc. 67 Ap. 973, Beius, 239162",bf:5b:ca:2b:4b:98,88.47.17.110,Inspector Scolar Pentru Managementul Resurselor Umane,RO64WDPF7254465656531418,ALL
Mărioara,Ioniță,0248 540 179,1996-01-31,"Strada Eliza Popa Nr. 308, Vatra Dornei, 339831",6b:44:71:10:64:fe,39.192.146.240,Sef Serviciu/Sef Birou/Banca/Societate De Leasing,RO82MLQC5869858129598161,EUR
Renata,Eftimie,0265 426 980,1909-08-28,"Drumul Raluca Albu Nr. 37 Bl. 53  Sc. 28 Ap. 366, Alba Iulia, 799174",d9:4b:99:63:d7:a6,4.136.248.129,Mediator Sanitar,RO79HMJT8305161486432768,BMD
Romulus,Nistor,0248 225 564,1951-10-21,"Aleea Ene Nr. 31, Simeria, 167476",9c:1b:68:81:d5:a6,178.45.56.194,Hidrometeorolog-Sef,RO70PQNW0882439255492147,MAD
Saveta,Aanei,0261 695 790,1929-03-15,"Bulevardul Eufrosina Manole, Baia Mare, 431938",4c:17:53:c7:fb:fd,98.75.166.182,Inginer De Cercetare In Centrale Hidroelectrice In Ingineria Mediului,RO16XHBY3766903704333770,BDT
Ionuț,Georgescu,0258 394 057,1984-12-26,"Intrarea Luca Nemeș, Lumina, 213724",09:96:8b:4e:82:8d,172.54.63.109,Inginer-Sef Industria Prelucratoare,RO69QPYZ2484527453933297,XCD
Lucreția,Diaconescu,0246 549 771,2015-11-23,"Intrarea Diaconescu Nr. 132, Brasov, 893838",23:4b:fe:3c:c8:35,36.168.74.114,"Grefier-Sef (Judecatorie, Parchet)",RO93VHHS5679431961626068,VUV
Vlădelina,Dinu,0731 576 272,1943-05-21,"Strada Augustin Florea Nr. 33, Beius, 858596",2f:68:7c:13:ee:8a,162.107.92.28,"Montator-Reglor, Depanator Aparate Electronice, Telecomunicatii, Radio",RO43MAMI1686329824989605,TRY
Clementina,Gheorghiu,0269 044 064,1924-01-10,"Drumul Șerban Ene Nr. 83, Marginea, 305498",90:54:2b:4f:ea:e6,24.110.107.112,Evaluator De Competente Profesionale,RO47BXVA4347555056295041,MXN
Ionică,Mocanu,0740 017 635,1933-12-25,"Intrarea Suciu, Insuratei, 845683",91:59:0f:03:9b:8f,76.85.127.247,Subinginer Petrolist,RO50VAUT8942401009032741,IDR
Smaranda,Voinea,0762 493 145,1982-04-30,"Strada Giorgiana Preda Nr. 88, Teius, 400929",aa:85:8d:e7:36:24,188.8.181.101,Tractorist,RO56TVNI6444801654996721,PHP
Anastasia,Preda,0772 848 946,2006-09-09,"Drumul Robert Ene Nr. 36, Falticeni, 509723",6a:e1:a5:bb:48:46,38.31.123.197,Asistent De Cercetare In Sociologie,RO74MEYH9177235091423756,GGP
Marcela,Manole,0780 438 267,1922-01-01,"Bulevardul Zina Tabacu, Covasna, 998167",e0:21:ca:d3:13:28,186.227.73.139,Operator Universal ,RO60BYQD5509805396688014,BOB
Carol,Diaconescu,0788 371 927,1977-01-16,"Drumul Mocanu Nr. 325, Voluntari, 827781",37:02:42:aa:7c:44,179.36.234.19,Masinist Pod Rulant,RO72SRMP6108519475935088,UZS
Emanoil,Stănescu,0742 607 935,1962-04-30,"Strada Dumitrescu Nr. 961 Bl. 31  Sc. 39 Ap. 608, Motatei, 691712",bf:ad:8a:7b:d6:a8,172.34.128.25,Director Incubator Tehnologic De Afaceri,RO32HYFR0615497629352062,ZMW
Brândușa,Tomescu,0754 567 599,1949-03-27,"Strada Mocanu Nr. 58, Targu Frumos, 708316",6c:5c:b3:d5:32:32,135.149.16.208,Actuar (Studii Superioare),RO44KFPH3005240564957122,AWG
Crin,Nistor,0735 419 408,2004-05-29,"Drumul Stănescu Nr. 53 Bl. 11  Sc. 27 Ap. 204, Sovata, 940903",ea:b5:b6:92:ad:7b,4.85.217.254,Asistent Registrator,RO34IPBI6392097777250090,MKD
Emanoil,Tudor,0248 114 097,1981-12-03,"Soseaua Geanina Dumitrescu Nr. 903 Bl. 65  Sc. 24 Ap. 231, Alba Iulia, 570146",7a:86:5a:79:b6:9d,118.248.155.226,Manager Securitate Instalatii Industria Extractiva,RO77SKQX0196504159580184,THB
Silviu,Diaconescu,0724 908 813,1991-04-20,"Soseaua Dima Nr. 981, Deva, 298544",ab:f5:03:aa:56:a8,195.55.128.229,"Referent Pensii, Asigurari Sociale Si Asistenta Sociala",RO03WMRV3345689501302116,BWP
Natașa,Toma,0258 237 632,2009-07-23,"Intrarea Filip Ionescu Nr. 220, Pancota, 471234",5b:20:91:d3:7b:70,29.219.176.34,Impiegat Informatii Aviatie,RO33TTHL0823922097316694,KZT
Gherghina,Popescu,0753 235 474,1980-08-31,"Drumul Pop, Sighetu Marmatiei, 919556",ec:ca:c0:4c:26:ef,175.138.126.7,Subinginer Mecanic Utilaj Tehnologic Pentru Chimie,RO97FSHN0488332159759153,RUB
Marta,Mazilescu,0237 957 903,2000-12-23,"Strada Popescu Nr. 99 Bl. 54  Sc. 18 Ap. 113, Vlahita, 262411",5f:75:06:aa:34:bd,203.166.140.68,Filator Corzi Pentru Piane,RO24LTQA5838334737489879,LKR
Lidia,Stoica,0738 872 508,1909-07-21,"Intrarea Tudor, Apahida, 560335",2d:82:4e:3c:9e:28,144.120.87.169,Inginer Sunet,RO97QMQZ7775004967800730,KHR
Pleșu,Manole,0239 506 438,1961-04-23,"Bulevardul Tudor, Urziceni, 716825",e8:75:c6:1f:94:f9,98.235.70.18,Expert Zoolog,RO32WHWA3872802498820658,XDR
Roxelana,Albu,0751 113 705,1993-04-28,"Soseaua Georgescu Nr. 127, Bailesti, 129750",96:6e:e3:d3:d0:82,44.191.67.75,Sef Birou Radiotelecomunicatii,RO35ARKE6349539213854584,PYG
Laura,Aanei,0731 288 311,2008-01-18,"Drumul Maximilian Marin, Sovata, 819581",82:48:62:bf:08:1c,96.47.170.84,Izolator Fonic,RO68HFXP3594099255828082,BBD
Dariana,Barbu,0246 503 302,1945-01-24,"Aleea Beatrice Stoica Nr. 105 Bl. 51  Sc. 26 Ap. 572, Codlea, 776862",28:37:e6:9e:90:9d,3.173.37.254,Inginer De Cercetare In Silvicultura,RO29VKWN5522106974647629,ALL
Frusina,Stănescu,0761 306 849,1968-02-15,"Strada Albu Nr. 28, Marginea, 363692",99:93:8f:68:9b:2d,35.8.122.167,Asamblator Lazi,RO41WBNF0326589133668077,ERN
Amza,Niță,0235 185 469,1968-03-25,"Bulevardul Marcela Ioniță Nr. 231, Anina, 983147",91:37:50:94:3e:32,49.65.199.2,Tamplar Mecanic La Rindeluit,RO93FYXI7588055842545067,NGN
Ladislau,Oprea,0726 986 885,2024-02-24,"Bulevardul Cosmin Gheorghiu Nr. 794, Talmaciu, 690654",3d:db:8e:a2:f5:9a,138.35.169.94,Brigadier Silvic,RO89DPFK5113670039099448,SBD
Leordean,Stoica,0245 121 469,2015-07-27,"Aleea Pușcașu, Balotesti, 786266",d2:30:81:44:f7:ad,8.28.97.124,Trasator Optic,RO19CACU9283847026760017,MXN
Anatolie,Georgescu,0786 965 628,1966-06-22,"Intrarea Marin Nr. 389, Oradea, 134338",d6:94:1b:c0:97:eb,174.139.228.44,Referent De Specialitate Inginer Constructii,RO53YFNV3171372533287861,XDR
Brândușa,Georgescu,0770 626 918,1985-09-28,"Bulevardul Luana Aanei Nr. 58, Bacau, 919378",84:89:fd:df:83:78,30.123.33.61,Consilier Tehnic,RO27GFIY2608037012403464,AOA
Pavel,Ene,0730 684 114,2018-01-29,"Aleea Pușcașu Nr. 827, Targu Frumos, 884294",b7:ef:4e:bc:06:1b,39.68.254.217,Subinginer Mecanic Mecanica Agricola,RO08HRHK0974327740408419,BHD
Marinela,Georgescu,0722 687 424,2011-01-15,"Soseaua Anca Nistor Nr. 460, 1 Decembrie, 511710",a3:cb:85:e7:e0:e4,108.106.219.99,Stantator De Filme,RO35VNLG9547944874940623,SEK
Darius,Manole,0723 346 243,1998-08-12,"Soseaua Mirona Albu Nr. 64, Otopeni, 253314",1f:dd:45:a2:2b:08,32.146.215.247,Lucrator In Culturi Acvatice,RO97KVMT4064157997044827,UYU
Lili,Tomescu,0269 136 012,1924-09-08,"Soseaua Preda Nr. 29, Nasaud, 122002",02:d8:9b:3c:20:d5,65.151.105.80,Inginer Centrale Nuclearoelectrice,RO64NSOZ1043167046326550,DOP
Claudia,Dinu,0254 534 799,1960-10-12,"Strada Preda, Odobesti, 586552",fd:01:18:41:0d:99,3.169.138.142,Tehnician Iluminat Tehnologic,RO93MWOG2170477390181891,SBD
Florin,Gheorghiu,0768 528 340,1920-11-11,"Aleea Ionescu Nr. 62 Bl. 99  Sc. 74 Ap. 964, Bailesti, 428600",cf:25:26:ae:77:d2,163.88.239.245,Hidrometeorolog-Sef,RO42EIIZ0462115690659443,COP
Mitică,Ardelean,0759 438 858,2003-11-30,"Bulevardul Pavel Pușcașu Nr. 122, Galati, 902429",e7:dc:8d:00:81:58,202.64.107.226,Confectioner Corzi Din Intestine,RO07NSUC2340470001756409,FKP
Horia,Voinea,0786 678 514,1937-10-09,"Strada Stănescu Nr. 72, Busteni, 273681",6b:0f:d9:2d:ae:1a,175.194.36.76,Operator Responsabil Cu Supravegherea Tehnica A Instalatiilor,RO07CHPD9772529539389623,SDG
Letiția,Ardelean,0255 217 872,2010-08-26,"Bulevardul Ionescu Nr. 937 Bl. 73  Sc. 63 Ap. 136, Maieru, 954517",13:f1:d0:bf:ed:9f,109.47.179.240,Specialist Orga,RO55XLAK4816261722131661,PEN
Codrina,Ababei,0780 762 737,1919-08-21,"Aleea Toma Nr. 638 Bl. 98  Sc. 30 Ap. 862, Gilau, 777683",c5:65:e9:8c:16:3f,97.184.227.172,Referent De Specialitate Inginer Tehnologia Celulozei Si Hartiei,RO89CUSJ0375340743557597,KWD
Constantina,Mocanu,0727 850 427,2008-07-30,"Drumul Albu Nr. 65 Bl. 11  Sc. 88 Ap. 345, Baia Sprie, 991895",bb:33:38:f4:1a:8f,130.92.243.16,Expert Inginer Petrochimist,RO71EXBJ7798424228770297,NAD
Vicenția,Cristea,0256 953 558,1925-05-11,"Soseaua Tabacu Nr. 259 Bl. 83  Sc. 33 Ap. 464, Videle, 289729",1d:db:b7:e2:b9:54,80.174.149.72,Dusisator-Polizator,RO34EJLX5363488959498942,MZN
Daria,Gheorghiu,0741 928 232,2017-03-21,"Aleea Alex Georgescu Nr. 66 Bl. 67  Sc. 95 Ap. 604, Oravita, 868996",85:8c:97:bd:d8:82,183.32.70.68,Numarator Bani,RO35HYHN7687976712477755,XAF
Iridenta,Manole,0762 617 752,1981-07-10,"Strada Sever Stancu Nr. 40, Lupeni, 207165",ae:47:aa:53:3b:d6,84.178.204.179,Asistent De Cercetare In Energetica Industriala,RO61NIWN0882086554054891,BBD
Iris,Ioniță,0723 755 145,1987-11-13,"Soseaua Ieremia Toma Nr. 898 Bl. 37  Sc. 57 Ap. 189, Peris, 981422",b8:37:7a:2e:d1:82,183.6.129.223,Tehnician Pret De Cost,RO65HBSD5684473480513781,WST
Nechifor,Nistor,0254 855 875,1939-02-15,"Drumul Tabacu, Sangeorgiu de Mures, 421212",1e:a2:fc:3b:f3:14,165.251.133.50,"Proiectant Inginer Textile, Pielarie",RO22PGWA0906993596285805,AUD
Cedrin,Ababei,0253 790 166,1984-08-18,"Aleea Tabacu Nr. 82, Pantelimon, 891195",40:67:75:08:28:00,114.223.91.203,Inspector General Industria Petroliera,RO54HWSS3478570652593310,AUD
Monica,Toma,0722 132 430,1991-02-12,"Aleea Marin, Iasi, 478363",bf:07:b0:9e:e3:01,59.173.64.38,Evaluator De Risc Si Auditor In Domeniul Securitatii Sisanatatii In Munca,RO13IKHY1308354733484608,ISK
Bogdan,Popa,0763 991 850,2011-03-04,"Drumul Popa Nr. 56, Comanesti, 504208",60:f7:08:16:ae:9e,86.225.50.172,Confectioner Izolatii La Conductori Electrici,RO49YPCU1181911636865702,KZT
Natalia,Diaconescu,0730 766 519,1923-10-25,"Strada Dima Nr. 392, Valu lui Traian, 181054",cd:1d:46:76:df:c5,140.155.28.149,Pregatitor Sarma,RO22HCPI5199927503861744,NPR
Anton,Preda,0720 589 546,2003-08-16,"Strada Ruxanda Diaconu Nr. 90, Pitesti, 338043",c2:65:4a:39:64:2c,187.153.251.176,Perceptor,RO58XVYB4064814144808656,PAB
Tudorița,Gheorghiu,0743 548 141,1991-01-20,"Bulevardul Marin, Talmaciu, 387795",7a:89:06:e5:83:cd,71.172.111.176,Consilier Scolar,RO37LNMP3331939071236202,VEF
Ducu,Popa,0758 398 863,1970-10-22,"Strada Gheorghiu, Valea Mare (Babeni), 108323",d4:0b:7f:23:cd:8e,182.236.115.54,Trezorier (Studii Superioare),RO93KXOQ2431605406238880,CZK
Ilie,Marin,0765 024 468,1957-01-02,"Drumul Stan, Filiasi, 164485",bd:3d:11:c8:f0:01,37.19.146.217,Subinginer Agronom,RO85WSWH4753727132279054,KRW
Pamfil,Ababei,0267 941 661,1918-06-03,"Drumul Dumitrescu Nr. 716 Bl. 71  Sc. 33 Ap. 507, Prejmer, 918201",bc:74:d3:53:ca:98,128.239.189.146,Inginer/Subinginer Silvic,RO29YPJZ8314286090940813,HRK
Horațiu,Eftimie,0767 486 951,1988-08-27,"Bulevardul Dumitrescu, Zarnesti, 246739",50:6c:a3:f4:91:e5,141.116.33.21,Pontonier Feribot,RO17FYCF4596373181458163,HKD
Steliana,Popescu,0259 491 748,1932-03-03,"Strada Georgescu Nr. 637, Oltenita, 989887",e0:6c:6a:c8:25:ab,61.28.61.127,Referent De Specialitate Inginer Tehnologia Celulozei Si Hartiei,RO86MCPN1155920954078866,LAK
Emanoil,Stancu,0724 044 760,2004-12-05,"Strada Gheorghiu Nr. 41 Bl. 36  Sc. 70 Ap. 452, Diosig, 654271",fc:e9:e7:0e:00:7e,46.132.141.121,Masinist Exhaustor,RO35PEQU7316080263117743,MVR
Iuliana,Stancu,0752 609 828,1984-03-22,"Strada Dobre, Baia Mare, 536510",a6:ac:cb:07:54:6a,6.244.4.149,Agent Marketing Pensii Private,RO62YSNX3550758331458274,ZAR
Teea,Manole,0263 230 599,1948-09-15,"Strada Voinea, Campulung, 103768",91:c5:f5:b9:36:92,2.111.175.159,Conservator Arhiva (Studii Superioare),RO04DWAO6645531694963742,IRR
Iustina,Dobre,0732 813 367,1968-03-09,"Drumul Gheorghiu Nr. 49 Bl. 35  Sc. 99 Ap. 596, Adjud, 757178",17:62:e6:0a:2b:39,163.88.92.66,Manager Sportiv,RO24ZQRP8841503024634742,VUV
Avram,Ababei,0751 669 188,1931-11-11,"Drumul Stancu Nr. 819 Bl. 42  Sc. 81 Ap. 386, 1 Decembrie, 836006",87:52:63:b1:88:3d,214.199.252.74,Secretar Economic (Studii Medii),RO26FIZM3985907060557127,RSD
Jenel,Manole,0263 070 363,1959-09-18,"Drumul Georgescu Nr. 14, Targu Jiu, 696748",03:9a:bd:3e:42:23,207.218.136.224,Finisor Cocleti,RO51YXBQ2016633371903229,SZL
Manole,Oprea,0736 391 771,1921-07-13,"Strada Tudor, Plosca, 268589",b4:1c:f6:43:e8:19,60.212.161.139,Operator In Domeniul Proiectarii Asistate Pe Calculator,RO29QMCX8035257649483885,MAD
Sofia,Cristea,0788 625 336,1987-10-20,"Intrarea Albu, Fagaras, 505266",b7:7e:6c:38:c9:49,100.241.204.251,Machior Spectacole,RO16CUVN1995298300143331,LRD
Eftimia,Dinu,0257 156 759,2010-12-18,"Soseaua Dima Nr. 489, Baia Mare, 690005",e2:e1:84:10:ea:71,190.156.218.39,Expert In Management Activitati Investitionale,RO89SKFY6790146468209327,NOK
Vlaicu,Ababei,0769 887 894,2016-06-22,"Drumul Mazilescu Nr. 74 Bl. 56  Sc. 50 Ap. 868, Oltenita, 877799",99:72:96:16:71:61,201.224.214.30,Sef Agentie Reclama Publicitara,RO82PXEM6523715073840992,UYU
Anton,Dobre,0262 558 874,1975-09-02,"Soseaua Vasilică Stan Nr. 25 Bl. 17  Sc. 18 Ap. 734, Drobeta-Turnu Severin, 482824",e3:a2:88:eb:06:b5,85.128.96.241,Finisor La Innobilare Pfl,RO56CLGR1893821327467922,PYG
Teodora,Popescu,0247 133 636,2012-01-22,"Strada Ioniță, Zalau, 598490",1a:38:17:58:d3:b8,79.100.162.174,Tehnician Zootehnist ,RO17GNBE1787438865008601,BDT
Renata,Niță,0730 575 470,1937-04-03,"Intrarea Ardelean Nr. 687, Gaesti, 959242",49:13:a1:61:87:0b,89.144.240.235,Presator Axe La Cilindrul De Imprimat,RO30AHII4812474821367212,MUR
Lucia,Florea,0762 375 627,1983-09-13,"Intrarea Panait Dima Nr. 59 Bl. 47  Sc. 53 Ap. 440, Murfatlar, 999895",fd:13:18:58:18:0c,23.142.119.199,"Inspector De Specialitate Formare, Evaluare Si Selectie Profesionala",RO68RBSZ5742786489208880,CZK
